batch_id,date,product,region,units_checked,defect,adulteration_fail,hygiene_fail,supplier_name,delivery_hours,cold_chain_breach,fat_percentage,snf_percentage,batch_temp,test_lab_name
BTCH012023,2024-06-14,Paneer,Mumbai,97,4,0.43,0.44,Creamy Way,7.1,No,3.52,9.41,4.8,NABL Lab C
BTCH012024,2024-06-28,Curd,Bangalore,132,5,2.55,1.54,Milko Pure,21.1,No,3.85,8.83,5.9,NABL Lab B
BTCH012025,2024-07-14,Milk,Delhi,133,0,0.69,1.22,Creamy Way,7.0,Yes,3.41,9.49,4.9,NABL Lab B
BTCH012026,2024-03-27,Milk,Bangalore,98,1,2.88,0.08,Dairy Fresh,7.2,No,3.36,9.11,6.2,NABL Lab C
BTCH012027,2024-03-30,Milk,Mumbai,137,0,1.63,1.56,Milko Pure,7.4,Yes,3.44,9.24,4.2,NABL Lab A
BTCH012028,2024-06-10,Ghee,Bangalore,134,5,1.26,0.21,Green Valley,15.0,No,3.65,9.45,4.7,NABL Lab A
BTCH012029,2024-05-06,Ghee,Chennai,147,3,0.42,0.38,Green Valley,9.6,No,4.19,9.42,3.7,NABL Lab C
BTCH012030,2024-07-30,Ghee,Delhi,84,3,2.51,1.38,Green Valley,11.9,Yes,3.38,8.94,4.7,NABL Lab B
BTCH012031,2024-08-05,Curd,Bangalore,137,2,2.43,0.45,Green Valley,17.1,No,4.34,9.37,6.5,NABL Lab B
BTCH012032,2024-11-19,Curd,Mumbai,140,3,1.91,1.86,Milko Pure,8.9,No,3.27,8.35,6.4,NABL Lab C
BTCH012033,2024-09-19,Curd,Pune,118,4,0.17,0.83,Creamy Way,23.0,No,3.59,8.54,4.4,NABL Lab A
BTCH012034,2024-09-12,Curd,Pune,105,2,1.14,1.09,Creamy Way,23.5,Yes,3.78,9.31,4.2,NABL Lab A
BTCH012035,2024-06-20,Lassi,Chennai,138,1,0.81,1.66,Dairy Fresh,19.1,No,4.12,9.2,3.4,NABL Lab A
BTCH012036,2024-01-09,Milk,Chennai,127,0,1.73,1.02,Creamy Way,8.5,No,4.28,8.89,5.5,NABL Lab B
BTCH012037,2024-02-04,Lassi,Delhi,127,1,1.23,0.71,Farm Roots,17.0,No,3.82,8.43,4.0,NABL Lab A
BTCH012038,2024-04-25,Paneer,Bangalore,88,3,0.37,1.09,Milko Pure,9.9,Yes,3.45,8.46,6.3,NABL Lab B
BTCH012039,2024-02-26,Milk,Bangalore,142,1,1.21,1.75,Dairy Fresh,20.7,Yes,3.87,8.4,3.5,NABL Lab B
BTCH012040,2024-05-12,Ghee,Bangalore,145,4,0.81,1.37,Creamy Way,8.5,Yes,4.08,9.4,3.7,NABL Lab C
BTCH012041,2024-05-19,Curd,Pune,91,0,2.15,1.41,Creamy Way,14.6,Yes,4.04,8.55,3.6,NABL Lab B
BTCH012042,2024-10-11,Lassi,Bangalore,97,2,0.65,0.35,Creamy Way,20.2,No,4.42,8.44,4.7,NABL Lab A
BTCH012043,2024-07-09,Ghee,Bangalore,123,2,0.75,1.59,Dairy Fresh,10.8,No,3.94,8.65,3.6,NABL Lab A
BTCH012044,2024-10-09,Lassi,Delhi,122,4,2.95,1.15,Farm Roots,21.7,Yes,3.86,8.38,6.7,NABL Lab B
BTCH012045,2024-10-09,Curd,Delhi,81,2,1.56,0.49,Dairy Fresh,16.1,No,4.02,8.93,3.8,NABL Lab A
BTCH012046,2024-03-01,Paneer,Pune,92,3,2.24,1.63,Farm Roots,23.3,Yes,4.19,8.25,3.5,NABL Lab C
BTCH012047,2024-11-09,Lassi,Bangalore,98,1,1.34,1.32,Milko Pure,18.9,No,3.98,9.04,5.1,NABL Lab B
BTCH012048,2024-01-25,Milk,Mumbai,115,1,1.57,0.57,Milko Pure,14.9,No,3.95,9.3,4.3,NABL Lab B
BTCH012049,2024-06-27,Milk,Chennai,119,3,2.17,0.4,Dairy Fresh,19.3,Yes,3.21,9.49,6.6,NABL Lab B
BTCH012050,2024-11-11,Milk,Delhi,135,2,0.9,0.37,Farm Roots,16.2,Yes,3.34,8.55,3.7,NABL Lab A
BTCH012051,2024-01-19,Paneer,Chennai,132,4,1.71,0.68,Green Valley,9.8,No,3.63,8.68,3.6,NABL Lab C
BTCH012052,2024-09-06,Curd,Chennai,89,2,0.12,1.76,Green Valley,6.7,No,4.05,8.82,3.4,NABL Lab A
BTCH012053,2024-09-27,Curd,Pune,100,4,1.22,0.82,Dairy Fresh,8.3,No,3.49,9.04,6.4,NABL Lab B
BTCH012054,2024-04-30,Curd,Chennai,91,5,2.46,1.1,Creamy Way,7.3,No,4.04,8.65,3.8,NABL Lab A
BTCH012055,2024-12-19,Milk,Pune,120,2,2.39,1.56,Milko Pure,18.0,Yes,4.0,8.63,5.9,NABL Lab B
BTCH012056,2024-06-20,Milk,Mumbai,125,3,0.16,0.46,Dairy Fresh,15.8,No,3.29,8.45,4.8,NABL Lab A
BTCH012057,2024-01-10,Curd,Pune,118,1,1.73,1.61,Farm Roots,20.3,No,4.06,9.44,6.3,NABL Lab C
BTCH012058,2024-10-12,Ghee,Delhi,86,3,1.57,0.44,Creamy Way,12.1,No,3.43,8.83,5.2,NABL Lab C
BTCH012059,2024-03-18,Paneer,Pune,110,3,2.35,0.57,Dairy Fresh,9.2,No,4.28,9.38,3.2,NABL Lab B
BTCH012060,2024-11-20,Milk,Chennai,119,5,2.59,0.14,Creamy Way,4.5,No,4.21,8.93,3.7,NABL Lab A
BTCH012061,2024-11-08,Ghee,Pune,106,1,0.97,0.77,Dairy Fresh,9.4,Yes,3.49,9.45,5.8,NABL Lab C
BTCH012062,2024-07-03,Curd,Chennai,118,0,1.82,0.9,Milko Pure,20.6,Yes,3.4,8.62,3.7,NABL Lab C
BTCH012063,2024-02-26,Milk,Pune,110,2,1.28,0.11,Farm Roots,16.7,No,3.43,8.69,4.4,NABL Lab C
BTCH012064,2024-11-05,Paneer,Bangalore,94,4,2.06,0.07,Milko Pure,5.8,Yes,4.41,8.58,3.8,NABL Lab A
BTCH012065,2024-04-29,Curd,Mumbai,91,5,0.68,0.73,Green Valley,9.3,No,3.62,8.7,3.7,NABL Lab A
BTCH012066,2024-08-11,Milk,Mumbai,141,0,0.25,1.45,Creamy Way,6.4,No,3.52,9.32,3.0,NABL Lab C
BTCH012067,2024-02-29,Lassi,Mumbai,140,0,1.54,1.35,Dairy Fresh,17.1,Yes,4.48,8.67,4.2,NABL Lab B
BTCH012068,2024-04-06,Curd,Chennai,130,3,0.99,0.53,Milko Pure,17.3,No,3.92,8.59,4.5,NABL Lab C
BTCH012069,2024-01-03,Lassi,Chennai,115,4,0.81,0.64,Dairy Fresh,10.0,No,3.26,9.08,4.1,NABL Lab C
BTCH012070,2024-05-18,Curd,Chennai,148,4,0.05,1.4,Milko Pure,16.7,No,3.95,9.01,3.5,NABL Lab B
BTCH012071,2024-05-24,Paneer,Chennai,124,3,2.53,0.27,Green Valley,8.6,No,4.3,9.33,6.5,NABL Lab A
BTCH012072,2024-07-03,Milk,Delhi,133,4,1.87,0.76,Milko Pure,12.3,No,3.35,8.88,6.2,NABL Lab C
BTCH012073,2024-01-17,Milk,Delhi,102,3,0.36,0.02,Creamy Way,7.3,Yes,3.74,8.95,3.3,NABL Lab C
BTCH012074,2024-03-02,Lassi,Delhi,147,2,1.52,0.0,Green Valley,5.1,No,4.29,9.39,3.5,NABL Lab A
BTCH012075,2024-12-05,Paneer,Mumbai,106,5,2.75,1.24,Farm Roots,17.7,No,4.3,8.41,5.2,NABL Lab C
BTCH012076,2024-01-30,Paneer,Bangalore,85,2,1.64,0.04,Milko Pure,9.9,Yes,3.37,8.93,4.3,NABL Lab A
BTCH012077,2024-06-05,Lassi,Mumbai,120,3,1.69,0.28,Creamy Way,19.3,No,4.47,9.12,6.7,NABL Lab B
BTCH012078,2024-03-06,Ghee,Delhi,114,1,1.25,0.6,Dairy Fresh,16.4,Yes,3.71,8.94,5.0,NABL Lab A
BTCH012079,2024-04-09,Paneer,Pune,108,0,0.23,1.17,Green Valley,21.2,No,4.27,9.11,4.2,NABL Lab A
BTCH012080,2024-04-20,Ghee,Delhi,131,3,2.25,0.01,Green Valley,4.9,No,3.77,8.21,3.4,NABL Lab B
BTCH012081,2024-04-20,Paneer,Mumbai,107,3,2.43,0.1,Farm Roots,18.3,No,4.01,9.44,3.1,NABL Lab C
BTCH012082,2024-11-16,Ghee,Bangalore,116,0,1.99,0.58,Creamy Way,10.7,Yes,4.01,8.68,3.9,NABL Lab A
BTCH012083,2024-10-12,Paneer,Bangalore,100,1,1.05,1.69,Milko Pure,15.8,Yes,4.01,8.24,4.4,NABL Lab A
BTCH012084,2024-05-19,Ghee,Mumbai,96,5,2.36,0.93,Creamy Way,18.2,Yes,3.64,8.85,4.5,NABL Lab B
BTCH012085,2024-10-17,Milk,Chennai,122,5,2.04,0.59,Dairy Fresh,8.4,Yes,3.92,9.44,3.4,NABL Lab A
BTCH012086,2024-06-14,Paneer,Pune,95,1,2.8,0.4,Green Valley,4.4,No,3.55,8.8,6.8,NABL Lab C
BTCH012087,2024-02-25,Lassi,Bangalore,106,2,2.37,1.85,Farm Roots,10.8,No,3.46,9.09,4.0,NABL Lab A
BTCH012088,2024-11-13,Paneer,Delhi,121,0,0.65,0.48,Creamy Way,20.9,Yes,3.91,8.32,6.6,NABL Lab A
BTCH012089,2024-10-20,Ghee,Chennai,105,5,2.28,0.44,Creamy Way,20.1,Yes,3.44,9.09,4.6,NABL Lab A
BTCH012090,2024-07-04,Lassi,Bangalore,109,1,2.97,0.26,Farm Roots,9.5,No,4.16,8.6,6.6,NABL Lab B
BTCH012091,2024-03-25,Lassi,Mumbai,94,2,1.01,0.82,Creamy Way,15.5,No,3.91,9.45,4.4,NABL Lab C
BTCH012092,2024-09-22,Lassi,Delhi,103,3,1.56,0.14,Milko Pure,17.5,Yes,3.98,9.31,4.4,NABL Lab C
BTCH012093,2024-01-11,Paneer,Mumbai,89,3,0.39,0.4,Farm Roots,11.2,No,4.3,9.24,6.3,NABL Lab B
BTCH012094,2024-11-29,Curd,Mumbai,89,3,0.04,0.66,Green Valley,21.0,No,3.44,9.44,4.4,NABL Lab A
BTCH012095,2024-06-03,Curd,Bangalore,123,5,1.98,1.2,Green Valley,7.3,Yes,4.39,9.09,4.9,NABL Lab B
BTCH012096,2024-11-16,Paneer,Chennai,89,1,0.49,1.07,Dairy Fresh,18.2,No,3.7,8.24,4.3,NABL Lab A
BTCH012097,2024-01-16,Paneer,Chennai,125,1,2.9,1.65,Green Valley,4.4,No,4.01,8.84,5.5,NABL Lab C
BTCH012098,2024-05-01,Ghee,Delhi,100,5,1.49,0.03,Creamy Way,6.5,Yes,3.88,9.36,5.5,NABL Lab A
BTCH012099,2024-12-25,Ghee,Mumbai,138,4,0.86,0.47,Milko Pure,4.6,Yes,4.14,8.23,5.3,NABL Lab C
BTCH012100,2024-01-04,Milk,Mumbai,93,5,0.56,0.17,Creamy Way,4.5,Yes,4.5,8.27,5.2,NABL Lab C
BTCH012101,2024-10-05,Curd,Mumbai,83,0,0.65,1.3,Farm Roots,19.1,No,3.44,9.14,6.6,NABL Lab B
BTCH012102,2024-10-30,Lassi,Bangalore,85,4,0.55,0.19,Creamy Way,14.2,No,3.57,8.92,3.5,NABL Lab B
BTCH012103,2024-04-24,Milk,Chennai,142,1,2.08,0.36,Farm Roots,10.8,No,3.79,8.68,5.2,NABL Lab C
BTCH012104,2024-12-27,Paneer,Pune,128,1,0.45,0.05,Farm Roots,14.9,No,3.43,9.27,4.0,NABL Lab A
BTCH012105,2024-07-20,Milk,Bangalore,89,5,0.01,1.84,Farm Roots,14.9,No,3.81,9.08,6.9,NABL Lab B
BTCH012106,2024-05-21,Ghee,Bangalore,131,4,2.95,0.27,Farm Roots,20.2,No,3.88,8.4,5.4,NABL Lab A
BTCH012107,2024-05-04,Lassi,Pune,103,4,2.41,1.06,Dairy Fresh,21.9,No,3.41,8.59,5.0,NABL Lab B
BTCH012108,2024-09-26,Milk,Delhi,134,3,0.4,1.24,Dairy Fresh,10.5,Yes,4.0,9.03,6.6,NABL Lab B
BTCH012109,2024-10-09,Lassi,Bangalore,107,1,1.04,0.26,Dairy Fresh,6.8,Yes,4.15,9.49,6.8,NABL Lab C
BTCH012110,2024-07-09,Lassi,Pune,138,5,1.69,1.21,Creamy Way,18.2,Yes,3.93,8.59,5.8,NABL Lab B
BTCH012111,2024-08-07,Lassi,Pune,139,2,2.49,0.12,Green Valley,12.9,Yes,3.98,8.74,3.7,NABL Lab C
BTCH012112,2024-07-05,Ghee,Bangalore,125,2,2.41,1.26,Dairy Fresh,10.0,Yes,3.58,8.67,3.4,NABL Lab A
BTCH012113,2024-02-08,Ghee,Delhi,85,5,2.24,1.19,Creamy Way,5.0,Yes,3.64,9.2,4.9,NABL Lab B
BTCH012114,2024-07-07,Lassi,Delhi,105,3,0.61,0.31,Farm Roots,18.3,No,4.44,8.96,4.6,NABL Lab C
BTCH012115,2024-11-06,Paneer,Delhi,109,5,0.86,1.44,Dairy Fresh,15.8,No,4.1,8.35,3.2,NABL Lab B
BTCH012116,2024-11-04,Milk,Mumbai,135,5,0.95,1.24,Dairy Fresh,16.7,No,4.04,8.35,5.9,NABL Lab B
BTCH012117,2024-08-15,Ghee,Mumbai,112,0,1.0,1.25,Farm Roots,14.6,Yes,3.37,9.2,5.1,NABL Lab A
BTCH012118,2024-05-30,Curd,Chennai,88,5,1.76,0.33,Dairy Fresh,6.8,Yes,3.23,8.74,3.8,NABL Lab A
BTCH012119,2024-09-14,Milk,Bangalore,85,1,0.36,1.23,Milko Pure,13.1,No,4.05,8.62,3.2,NABL Lab A
BTCH012120,2024-11-30,Paneer,Delhi,85,2,0.72,0.39,Milko Pure,23.3,No,4.23,8.25,3.5,NABL Lab A
BTCH012121,2024-02-29,Paneer,Mumbai,115,0,0.99,0.8,Milko Pure,10.6,Yes,3.67,9.15,5.5,NABL Lab B
BTCH012122,2024-09-17,Paneer,Bangalore,102,3,2.47,1.79,Green Valley,15.1,Yes,4.03,9.12,5.4,NABL Lab A
BTCH012123,2024-05-14,Curd,Delhi,91,0,1.68,0.59,Dairy Fresh,10.1,No,4.2,9.44,5.7,NABL Lab B
BTCH012124,2024-01-06,Lassi,Delhi,142,3,0.59,0.99,Creamy Way,8.8,Yes,3.2,8.66,4.4,NABL Lab B
BTCH012125,2024-08-02,Lassi,Chennai,146,0,2.81,0.76,Dairy Fresh,8.1,Yes,3.52,8.27,6.6,NABL Lab A
BTCH012126,2024-03-02,Milk,Pune,81,4,2.29,1.58,Green Valley,13.8,Yes,4.0,8.84,4.1,NABL Lab C
BTCH012127,2024-09-18,Curd,Bangalore,144,0,2.6,1.26,Milko Pure,6.9,Yes,4.08,8.74,4.3,NABL Lab C
BTCH012128,2024-02-09,Lassi,Chennai,132,4,2.02,0.12,Dairy Fresh,20.0,Yes,4.37,9.07,4.2,NABL Lab A
BTCH012129,2024-07-02,Ghee,Bangalore,106,4,0.09,0.52,Dairy Fresh,16.9,Yes,4.29,9.11,6.2,NABL Lab B
BTCH012130,2024-10-23,Paneer,Delhi,91,4,0.63,1.44,Dairy Fresh,6.0,Yes,3.57,9.33,4.4,NABL Lab C
BTCH012131,2024-04-16,Curd,Delhi,122,5,0.52,0.2,Milko Pure,23.7,Yes,3.92,8.4,5.5,NABL Lab C
BTCH012132,2024-06-25,Milk,Chennai,87,4,1.96,1.19,Green Valley,17.6,No,3.61,8.76,5.7,NABL Lab B
BTCH012133,2024-08-08,Lassi,Bangalore,90,0,2.45,0.75,Green Valley,10.1,Yes,3.98,8.88,4.1,NABL Lab A
BTCH012134,2024-01-23,Ghee,Delhi,90,0,1.4,1.33,Green Valley,19.9,Yes,4.16,8.45,3.2,NABL Lab C
BTCH012135,2024-11-26,Milk,Chennai,133,4,2.21,0.76,Green Valley,9.2,No,4.04,9.08,5.9,NABL Lab C
BTCH012136,2024-07-27,Ghee,Delhi,116,2,1.32,1.38,Creamy Way,19.7,No,3.41,8.22,5.4,NABL Lab A
BTCH012137,2024-09-16,Curd,Chennai,109,1,0.23,0.24,Milko Pure,15.9,Yes,3.59,9.34,6.9,NABL Lab B
BTCH012138,2024-10-04,Lassi,Mumbai,145,2,1.56,0.67,Creamy Way,18.1,Yes,4.22,8.3,4.5,NABL Lab A
BTCH012139,2024-11-06,Ghee,Mumbai,93,4,0.96,0.57,Farm Roots,5.5,Yes,4.1,8.3,3.2,NABL Lab B
BTCH012140,2024-06-22,Lassi,Pune,137,4,1.18,0.55,Farm Roots,15.1,No,4.44,9.06,4.0,NABL Lab B
BTCH012141,2024-10-25,Lassi,Bangalore,111,5,0.94,1.96,Farm Roots,14.6,No,3.46,9.42,4.4,NABL Lab A
BTCH012142,2024-03-05,Milk,Pune,111,1,0.8,1.33,Dairy Fresh,16.5,No,4.11,8.74,6.4,NABL Lab A
BTCH012143,2024-12-10,Lassi,Delhi,130,1,1.53,0.39,Farm Roots,7.9,Yes,4.46,9.17,5.4,NABL Lab B
BTCH012144,2024-01-07,Paneer,Bangalore,138,2,2.88,1.52,Creamy Way,15.3,Yes,3.21,8.36,3.5,NABL Lab C
BTCH012145,2024-08-16,Ghee,Delhi,134,3,0.63,0.72,Creamy Way,23.4,No,3.9,8.81,5.1,NABL Lab C
BTCH012146,2024-10-02,Lassi,Pune,111,4,2.7,0.52,Milko Pure,15.0,Yes,3.3,8.2,3.6,NABL Lab B
BTCH012147,2024-06-07,Lassi,Pune,134,0,1.59,0.3,Green Valley,6.0,Yes,4.5,8.72,4.6,NABL Lab C
BTCH012148,2024-11-19,Milk,Mumbai,130,2,2.12,1.62,Milko Pure,12.5,Yes,3.54,8.93,4.0,NABL Lab C
BTCH012149,2024-04-05,Curd,Mumbai,109,5,2.91,1.13,Farm Roots,21.9,Yes,4.12,9.25,4.0,NABL Lab B
BTCH012150,2024-06-11,Lassi,Delhi,98,5,0.21,0.85,Farm Roots,7.4,No,4.28,9.48,5.5,NABL Lab A
BTCH012151,2024-06-29,Milk,Bangalore,80,4,2.72,1.22,Milko Pure,23.7,Yes,3.61,8.31,6.8,NABL Lab A
BTCH012152,2024-02-12,Ghee,Pune,140,0,1.35,1.74,Green Valley,14.7,No,3.41,8.94,5.1,NABL Lab B
BTCH012153,2024-07-15,Paneer,Mumbai,140,2,2.42,0.56,Green Valley,19.7,Yes,4.21,9.02,6.8,NABL Lab A
BTCH012154,2024-03-08,Milk,Bangalore,119,3,1.99,1.79,Milko Pure,10.0,No,3.41,8.26,6.0,NABL Lab A
BTCH012155,2024-09-12,Ghee,Bangalore,132,1,2.84,0.85,Creamy Way,21.8,Yes,3.72,8.92,5.6,NABL Lab C
BTCH012156,2024-12-18,Curd,Mumbai,135,5,2.25,0.77,Milko Pure,16.4,No,4.18,8.77,3.7,NABL Lab B
BTCH012157,2024-10-08,Paneer,Delhi,134,0,1.64,0.39,Creamy Way,18.1,Yes,3.33,8.7,5.9,NABL Lab C
BTCH012158,2024-07-29,Ghee,Bangalore,138,0,1.98,1.92,Creamy Way,5.9,No,3.87,9.17,3.5,NABL Lab B
BTCH012159,2024-07-01,Ghee,Mumbai,120,4,0.44,1.13,Farm Roots,21.8,Yes,4.12,9.42,5.5,NABL Lab C
BTCH012160,2024-11-27,Lassi,Chennai,101,0,2.48,0.25,Milko Pure,9.5,Yes,3.27,9.32,3.4,NABL Lab B
BTCH012161,2024-01-10,Ghee,Mumbai,91,5,1.84,1.73,Milko Pure,11.5,Yes,3.21,8.47,3.1,NABL Lab A
BTCH012162,2024-05-01,Lassi,Mumbai,119,3,0.82,1.15,Creamy Way,4.8,No,4.13,8.81,6.6,NABL Lab C
BTCH012163,2024-11-04,Curd,Chennai,109,2,2.86,0.22,Dairy Fresh,12.0,No,3.31,9.14,4.6,NABL Lab C
BTCH012164,2024-07-25,Lassi,Delhi,144,0,2.42,0.67,Farm Roots,15.2,No,4.36,9.06,3.4,NABL Lab B
BTCH012165,2024-06-22,Milk,Delhi,98,5,0.6,0.91,Dairy Fresh,18.1,No,4.18,9.45,4.3,NABL Lab C
BTCH012166,2024-08-14,Milk,Mumbai,93,3,0.25,0.4,Creamy Way,19.4,No,4.0,8.4,6.8,NABL Lab C
BTCH012167,2024-05-02,Milk,Mumbai,137,0,2.15,1.03,Creamy Way,11.0,No,3.75,9.3,5.5,NABL Lab C
BTCH012168,2024-02-01,Ghee,Bangalore,93,5,1.34,1.5,Dairy Fresh,6.2,Yes,3.55,8.51,5.7,NABL Lab C
BTCH012169,2024-11-15,Paneer,Chennai,82,5,2.39,0.39,Dairy Fresh,16.7,No,3.56,8.73,5.4,NABL Lab B
BTCH012170,2024-01-18,Lassi,Bangalore,130,5,0.5,1.28,Dairy Fresh,13.1,Yes,3.52,9.0,3.5,NABL Lab C
BTCH012171,2024-03-20,Lassi,Chennai,134,5,0.7,0.64,Dairy Fresh,8.7,Yes,4.49,8.29,4.5,NABL Lab C
BTCH012172,2024-10-15,Curd,Mumbai,99,5,1.49,1.84,Milko Pure,18.6,No,3.67,9.42,3.7,NABL Lab C
BTCH012173,2024-05-19,Curd,Delhi,95,5,2.7,1.93,Dairy Fresh,10.7,Yes,4.05,8.25,5.6,NABL Lab A
BTCH012174,2024-04-13,Curd,Mumbai,142,3,0.9,1.68,Green Valley,9.6,No,3.49,8.58,3.1,NABL Lab C
BTCH012175,2024-04-13,Milk,Chennai,94,3,0.72,1.7,Creamy Way,20.9,No,3.84,8.56,6.2,NABL Lab B
BTCH012176,2024-01-16,Milk,Pune,99,0,2.33,0.54,Dairy Fresh,18.5,Yes,3.78,8.31,4.7,NABL Lab B
BTCH012177,2024-11-27,Ghee,Bangalore,90,2,1.0,1.06,Green Valley,8.5,No,3.97,8.66,5.9,NABL Lab A
BTCH012178,2024-12-15,Milk,Mumbai,148,4,0.82,0.02,Dairy Fresh,16.2,Yes,3.38,8.95,6.3,NABL Lab B
BTCH012179,2024-08-11,Curd,Mumbai,115,2,2.43,0.97,Green Valley,15.5,No,3.21,8.32,3.0,NABL Lab A
BTCH012180,2024-03-02,Ghee,Pune,97,3,0.63,1.52,Farm Roots,21.2,No,3.27,8.86,4.7,NABL Lab C
BTCH012181,2024-08-24,Lassi,Pune,135,1,2.11,1.54,Creamy Way,12.4,Yes,3.84,8.85,5.9,NABL Lab B
BTCH012182,2024-01-05,Lassi,Bangalore,141,3,1.67,0.04,Green Valley,15.6,No,3.78,9.1,4.2,NABL Lab C
BTCH012183,2024-09-16,Lassi,Chennai,127,4,1.02,1.41,Farm Roots,9.0,Yes,3.67,8.86,4.0,NABL Lab A
BTCH012184,2024-11-10,Milk,Pune,123,4,0.18,0.67,Milko Pure,15.1,Yes,3.8,8.53,4.1,NABL Lab C
BTCH012185,2024-05-02,Milk,Mumbai,116,3,2.79,1.23,Farm Roots,13.6,No,4.41,8.46,6.0,NABL Lab C
BTCH012186,2024-10-14,Milk,Bangalore,89,3,2.07,0.9,Green Valley,7.4,No,4.19,8.82,3.5,NABL Lab B
BTCH012187,2024-10-07,Milk,Pune,91,0,0.84,0.11,Farm Roots,22.7,Yes,3.77,8.27,5.1,NABL Lab C
BTCH012188,2024-07-03,Milk,Pune,86,5,0.23,0.38,Dairy Fresh,20.8,No,4.33,8.61,4.2,NABL Lab C
BTCH012189,2024-05-30,Ghee,Delhi,100,0,1.97,2.0,Dairy Fresh,10.8,No,4.32,8.93,5.6,NABL Lab C
BTCH012190,2024-01-11,Milk,Bangalore,83,3,2.09,1.05,Creamy Way,18.6,No,3.82,9.39,4.3,NABL Lab C
BTCH012191,2024-09-12,Lassi,Chennai,81,2,0.79,0.91,Green Valley,14.3,No,4.11,8.38,4.4,NABL Lab C
BTCH012192,2024-08-17,Ghee,Chennai,100,0,2.67,1.72,Farm Roots,22.3,No,3.28,9.14,6.8,NABL Lab C
BTCH012193,2024-01-22,Ghee,Mumbai,94,1,2.37,1.4,Creamy Way,20.9,No,3.33,8.54,3.6,NABL Lab A
BTCH012194,2024-01-01,Ghee,Bangalore,131,3,2.55,0.55,Creamy Way,7.7,No,3.69,9.42,4.5,NABL Lab A
BTCH012195,2024-07-29,Paneer,Pune,120,4,1.16,0.62,Farm Roots,23.5,Yes,3.99,8.84,6.6,NABL Lab B
BTCH012196,2024-11-17,Milk,Bangalore,139,2,0.32,1.73,Milko Pure,8.1,Yes,3.75,8.99,5.6,NABL Lab B
BTCH012197,2024-04-07,Paneer,Pune,144,1,2.97,1.21,Green Valley,22.4,Yes,4.29,8.78,6.4,NABL Lab A
BTCH012198,2024-04-21,Paneer,Chennai,143,2,2.08,0.72,Milko Pure,8.5,No,3.98,8.64,6.2,NABL Lab C
BTCH012199,2024-09-05,Paneer,Delhi,83,0,0.71,1.9,Farm Roots,11.1,Yes,4.19,9.43,5.7,NABL Lab B
BTCH012200,2024-01-07,Ghee,Delhi,82,3,2.46,1.26,Green Valley,8.6,No,3.6,9.32,3.3,NABL Lab B
BTCH012201,2024-07-09,Milk,Chennai,82,5,1.21,0.33,Farm Roots,23.5,No,3.9,9.36,5.1,NABL Lab A
BTCH012202,2024-03-15,Paneer,Bangalore,91,5,1.46,1.0,Milko Pure,4.1,Yes,4.11,9.48,3.7,NABL Lab B
BTCH012203,2024-01-09,Curd,Delhi,97,3,0.89,1.53,Green Valley,5.6,No,3.31,8.55,6.2,NABL Lab A
BTCH012204,2024-04-09,Lassi,Pune,89,1,1.33,1.19,Milko Pure,17.7,Yes,4.44,8.21,3.3,NABL Lab C
BTCH012205,2024-12-12,Lassi,Pune,129,5,1.74,0.61,Green Valley,19.3,No,4.18,8.81,3.9,NABL Lab C
BTCH012206,2024-07-05,Paneer,Pune,105,4,2.56,1.65,Green Valley,6.2,No,4.01,8.68,5.4,NABL Lab C
BTCH012207,2024-11-01,Ghee,Delhi,135,3,0.44,0.7,Dairy Fresh,10.6,Yes,3.83,8.24,4.9,NABL Lab A
BTCH012208,2024-06-30,Lassi,Bangalore,123,5,2.48,0.6,Farm Roots,19.6,No,3.98,8.48,3.6,NABL Lab C
BTCH012209,2024-07-03,Ghee,Mumbai,105,3,0.8,0.51,Creamy Way,22.8,No,4.41,9.44,6.5,NABL Lab A
BTCH012210,2024-05-26,Paneer,Chennai,90,4,1.68,0.33,Milko Pure,18.4,No,4.5,9.08,6.5,NABL Lab A
BTCH012211,2024-01-17,Curd,Chennai,115,3,0.35,0.64,Creamy Way,20.5,Yes,3.6,8.68,4.6,NABL Lab C
BTCH012212,2024-04-26,Lassi,Mumbai,110,1,2.4,0.2,Green Valley,23.1,No,3.79,9.29,5.2,NABL Lab A
BTCH012213,2024-09-05,Curd,Mumbai,119,0,2.36,1.35,Milko Pure,4.7,No,3.51,9.09,3.7,NABL Lab C
BTCH012214,2024-05-13,Milk,Mumbai,116,5,0.47,1.31,Farm Roots,21.5,Yes,3.91,8.78,5.1,NABL Lab A
BTCH012215,2024-03-03,Paneer,Chennai,137,0,1.29,1.65,Milko Pure,14.8,No,4.03,9.09,6.7,NABL Lab A
BTCH012216,2024-11-06,Curd,Mumbai,101,1,0.66,0.61,Milko Pure,6.3,No,3.57,9.11,3.6,NABL Lab C
BTCH012217,2024-12-16,Lassi,Chennai,101,1,2.47,1.05,Milko Pure,17.0,No,3.93,9.17,3.5,NABL Lab A
BTCH012218,2024-09-08,Lassi,Chennai,116,1,1.76,1.08,Dairy Fresh,5.8,No,3.4,8.8,3.5,NABL Lab B
BTCH012219,2024-01-19,Lassi,Delhi,116,3,1.2,0.78,Green Valley,22.4,Yes,3.35,8.65,4.5,NABL Lab B
BTCH012220,2024-05-04,Milk,Bangalore,127,0,1.29,0.69,Green Valley,14.0,Yes,3.23,8.57,3.8,NABL Lab B
