return_id,return_date,product,return_units,return_reason,reason_category,delivery_delay_hours,product_batch_id,resolved_by_team
RTN016165,2025-01-07,Lassi,10,Spoiled,Quality,1.1,BTCH033240,Customer Care
RTN016166,2025-05-31,Paneer,5,Late Delivery,Delivery,2.5,BTCH086912,Customer Care
RTN016167,2024-11-23,Milk,6,Wrong Product,Operations,1.2,BTCH047358,Customer Care
RTN016168,2025-05-10,Ghee,7,Late Delivery,Delivery,5.6,BTCH057821,Logistics
RTN016169,2025-04-17,Lassi,8,Damaged Packaging,Packaging,4.4,BTCH088647,Customer Care
RTN016170,2025-05-28,Milk,10,Spoiled,Quality,8.4,BTCH022584,Quality Control
RTN016171,2025-05-04,Curd,10,Spoiled,Quality,3.0,BTCH005514,Logistics
RTN016172,2025-02-09,Paneer,8,Late Delivery,Delivery,9.6,BTCH040088,Quality Control
RTN016173,2025-06-07,Milk,10,Wrong Product,Operations,3.5,BTCH019886,Quality Control
RTN016174,2025-04-17,Lassi,8,Late Delivery,Delivery,2.4,BTCH008585,Customer Care
RTN016175,2024-10-06,Curd,6,Damaged Packaging,Packaging,6.2,BTCH091836,Customer Care
RTN016176,2025-01-21,Ghee,3,Wrong Product,Operations,3.6,BTCH062162,Customer Care
RTN016177,2024-08-20,Ghee,9,Late Delivery,Delivery,1.7,BTCH083671,Quality Control
RTN016178,2025-06-29,Lassi,7,Wrong Product,Operations,8.9,BTCH026880,Quality Control
RTN016179,2025-01-21,Ghee,3,Wrong Product,Operations,3.2,BTCH056615,Quality Control
RTN016180,2025-07-10,Lassi,4,Wrong Product,Operations,1.7,BTCH007135,Logistics
RTN016181,2025-08-01,Curd,6,Spoiled,Quality,8.0,BTCH048385,Customer Care
RTN016182,2024-11-11,Lassi,2,Damaged Packaging,Packaging,0.7,BTCH088992,Quality Control
RTN016183,2025-03-10,Paneer,8,Late Delivery,Delivery,2.2,BTCH044448,Logistics
RTN016184,2025-04-05,Paneer,2,Damaged Packaging,Packaging,1.6,BTCH063491,Logistics
RTN016185,2025-03-31,Milk,10,Taste Issue,Quality,5.2,BTCH078434,Quality Control
RTN016186,2025-03-29,Paneer,4,Wrong Product,Operations,1.4,BTCH033560,Logistics
RTN016187,2024-10-15,Lassi,3,Late Delivery,Delivery,9.9,BTCH033679,Quality Control
RTN016188,2025-03-27,Paneer,10,Spoiled,Quality,9.1,BTCH015824,Logistics
RTN016189,2024-11-28,Paneer,4,Spoiled,Quality,1.6,BTCH044341,Logistics
RTN016190,2025-01-28,Milk,1,Wrong Product,Operations,9.7,BTCH029477,Logistics
RTN016191,2025-01-22,Curd,9,Damaged Packaging,Packaging,2.7,BTCH033784,Customer Care
RTN016192,2024-12-16,Milk,6,Spoiled,Quality,2.0,BTCH058714,Customer Care
RTN016193,2025-04-10,Lassi,9,Wrong Product,Operations,0.6,BTCH044259,Customer Care
RTN016194,2024-08-20,Lassi,1,Spoiled,Quality,3.6,BTCH097194,Logistics
RTN016195,2025-03-22,Curd,3,Taste Issue,Quality,6.5,BTCH033262,Customer Care
RTN016196,2024-11-10,Lassi,4,Spoiled,Quality,9.5,BTCH092019,Quality Control
RTN016197,2025-05-04,Lassi,3,Late Delivery,Delivery,2.0,BTCH095718,Logistics
RTN016198,2025-07-14,Milk,6,Late Delivery,Delivery,9.1,BTCH021958,Quality Control
RTN016199,2025-06-16,Paneer,4,Late Delivery,Delivery,1.5,BTCH006386,Logistics
RTN016200,2025-05-13,Lassi,7,Spoiled,Quality,9.8,BTCH098831,Customer Care
RTN016201,2025-07-21,Paneer,7,Damaged Packaging,Packaging,3.5,BTCH050671,Logistics
RTN016202,2025-07-02,Lassi,9,Spoiled,Quality,4.6,BTCH057827,Logistics
RTN016203,2025-06-20,Milk,2,Late Delivery,Delivery,6.6,BTCH072637,Customer Care
RTN016204,2025-08-03,Ghee,1,Damaged Packaging,Packaging,0.5,BTCH021968,Customer Care
RTN016205,2024-12-10,Curd,10,Late Delivery,Delivery,0.1,BTCH006943,Quality Control
RTN016206,2025-03-11,Paneer,9,Late Delivery,Delivery,7.9,BTCH080841,Quality Control
RTN016207,2025-06-29,Curd,6,Late Delivery,Delivery,3.8,BTCH029560,Logistics
RTN016208,2025-05-03,Curd,8,Late Delivery,Delivery,4.6,BTCH005676,Logistics
RTN016209,2025-04-15,Lassi,9,Damaged Packaging,Packaging,4.5,BTCH016841,Quality Control
RTN016210,2024-09-30,Ghee,1,Late Delivery,Delivery,2.1,BTCH049372,Logistics
RTN016211,2024-09-26,Ghee,4,Damaged Packaging,Packaging,5.8,BTCH082236,Quality Control
RTN016212,2025-04-09,Lassi,1,Wrong Product,Operations,4.4,BTCH001877,Logistics
RTN016213,2025-03-10,Paneer,2,Wrong Product,Operations,7.7,BTCH005889,Quality Control
RTN016214,2024-11-08,Milk,1,Damaged Packaging,Packaging,2.4,BTCH017738,Logistics
RTN016215,2025-01-12,Ghee,3,Late Delivery,Delivery,9.5,BTCH053469,Customer Care
RTN016216,2024-11-07,Paneer,3,Spoiled,Quality,7.9,BTCH075229,Quality Control
RTN016217,2024-12-04,Ghee,5,Damaged Packaging,Packaging,4.7,BTCH025346,Logistics
RTN016218,2025-05-19,Curd,2,Taste Issue,Quality,1.1,BTCH078602,Logistics
RTN016219,2025-02-23,Ghee,9,Wrong Product,Operations,8.9,BTCH049596,Logistics
RTN016220,2025-07-26,Curd,4,Wrong Product,Operations,8.0,BTCH009369,Logistics
RTN016221,2025-07-16,Lassi,2,Taste Issue,Quality,2.7,BTCH059341,Quality Control
RTN016222,2025-03-11,Ghee,8,Wrong Product,Operations,4.6,BTCH009755,Logistics
RTN016223,2025-06-09,Lassi,1,Taste Issue,Quality,2.4,BTCH026017,Quality Control
RTN016224,2025-07-20,Paneer,1,Wrong Product,Operations,6.3,BTCH023639,Customer Care
RTN016225,2025-03-02,Ghee,4,Spoiled,Quality,3.9,BTCH048592,Customer Care
RTN016226,2024-09-02,Paneer,9,Damaged Packaging,Packaging,5.6,BTCH091172,Logistics
RTN016227,2024-10-23,Ghee,10,Spoiled,Quality,3.6,BTCH085833,Logistics
RTN016228,2025-06-03,Milk,10,Spoiled,Quality,0.2,BTCH001468,Logistics
RTN016229,2025-03-30,Ghee,7,Wrong Product,Operations,7.9,BTCH070317,Logistics
RTN016230,2025-04-14,Lassi,3,Wrong Product,Operations,2.3,BTCH064169,Customer Care
RTN016231,2025-04-17,Lassi,10,Wrong Product,Operations,7.8,BTCH083841,Quality Control
RTN016232,2024-11-13,Paneer,2,Damaged Packaging,Packaging,8.9,BTCH080784,Quality Control
RTN016233,2024-08-08,Paneer,7,Damaged Packaging,Packaging,4.7,BTCH084140,Quality Control
RTN016234,2025-04-06,Curd,9,Wrong Product,Operations,5.2,BTCH070881,Customer Care
RTN016235,2025-04-10,Paneer,3,Damaged Packaging,Packaging,4.8,BTCH040643,Logistics
RTN016236,2025-02-27,Paneer,9,Wrong Product,Operations,7.0,BTCH020307,Logistics
RTN016237,2025-03-23,Curd,2,Damaged Packaging,Packaging,1.5,BTCH028278,Quality Control
RTN016238,2025-02-03,Lassi,2,Spoiled,Quality,5.7,BTCH055230,Quality Control
RTN016239,2025-06-01,Lassi,7,Late Delivery,Delivery,8.8,BTCH012644,Logistics
RTN016240,2024-11-11,Ghee,6,Taste Issue,Quality,4.3,BTCH065610,Quality Control
RTN016241,2024-11-06,Ghee,3,Spoiled,Quality,3.8,BTCH079533,Customer Care
RTN016242,2024-11-19,Paneer,4,Taste Issue,Quality,2.8,BTCH067157,Logistics
RTN016243,2024-11-25,Lassi,3,Wrong Product,Operations,9.6,BTCH077270,Quality Control
RTN016244,2025-06-21,Curd,5,Taste Issue,Quality,9.5,BTCH007952,Logistics
RTN016245,2025-04-18,Milk,4,Taste Issue,Quality,9.0,BTCH013116,Logistics
RTN016246,2025-05-16,Milk,10,Late Delivery,Delivery,9.0,BTCH082857,Customer Care
RTN016247,2025-01-15,Ghee,4,Late Delivery,Delivery,0.6,BTCH074985,Customer Care
RTN016248,2024-11-06,Paneer,10,Taste Issue,Quality,3.4,BTCH075482,Quality Control
RTN016249,2024-09-05,Paneer,8,Damaged Packaging,Packaging,0.5,BTCH026350,Logistics
RTN016250,2025-04-01,Lassi,3,Spoiled,Quality,2.3,BTCH069114,Logistics
RTN016251,2025-07-19,Lassi,1,Wrong Product,Operations,7.0,BTCH069685,Customer Care
RTN016252,2025-04-06,Milk,1,Damaged Packaging,Packaging,0.9,BTCH050472,Logistics
RTN016253,2025-02-19,Lassi,4,Damaged Packaging,Packaging,1.2,BTCH031003,Logistics
RTN016254,2024-11-23,Paneer,10,Taste Issue,Quality,3.1,BTCH074677,Logistics
RTN016255,2025-01-20,Milk,2,Late Delivery,Delivery,8.7,BTCH024672,Quality Control
RTN016256,2024-08-27,Milk,4,Damaged Packaging,Packaging,1.5,BTCH071143,Quality Control
RTN016257,2025-01-19,Lassi,6,Spoiled,Quality,5.5,BTCH097872,Logistics
RTN016258,2025-05-19,Curd,4,Late Delivery,Delivery,3.7,BTCH050361,Customer Care
RTN016259,2025-03-07,Milk,10,Damaged Packaging,Packaging,7.0,BTCH038533,Customer Care
RTN016260,2024-11-20,Curd,6,Damaged Packaging,Packaging,4.2,BTCH077487,Quality Control
RTN016261,2024-09-19,Milk,4,Late Delivery,Delivery,4.0,BTCH046016,Customer Care
RTN016262,2025-04-11,Curd,4,Spoiled,Quality,6.4,BTCH062655,Customer Care
RTN016263,2024-09-10,Paneer,5,Wrong Product,Operations,5.9,BTCH048568,Customer Care
RTN016264,2025-03-13,Curd,4,Late Delivery,Delivery,4.7,BTCH025851,Logistics
RTN016265,2025-04-20,Lassi,10,Taste Issue,Quality,9.6,BTCH007179,Customer Care
RTN016266,2024-08-19,Paneer,3,Spoiled,Quality,6.5,BTCH015461,Logistics
RTN016267,2024-10-24,Paneer,2,Wrong Product,Operations,7.2,BTCH035478,Logistics
RTN016268,2025-07-02,Ghee,10,Wrong Product,Operations,7.6,BTCH003371,Quality Control
RTN016269,2025-05-26,Curd,4,Late Delivery,Delivery,7.7,BTCH017244,Customer Care
RTN016270,2025-04-12,Milk,8,Damaged Packaging,Packaging,5.9,BTCH080408,Customer Care
RTN016271,2024-10-13,Lassi,3,Wrong Product,Operations,4.1,BTCH071299,Logistics
RTN016272,2024-12-07,Ghee,2,Wrong Product,Operations,2.9,BTCH007109,Quality Control
RTN016273,2025-05-08,Ghee,5,Late Delivery,Delivery,9.9,BTCH041362,Quality Control
RTN016274,2025-01-19,Milk,8,Wrong Product,Operations,4.9,BTCH040154,Logistics
RTN016275,2024-12-09,Curd,2,Spoiled,Quality,7.0,BTCH011629,Customer Care
RTN016276,2024-08-26,Curd,9,Taste Issue,Quality,4.8,BTCH058292,Logistics
RTN016277,2025-02-17,Milk,10,Wrong Product,Operations,8.8,BTCH062518,Customer Care
RTN016278,2025-03-25,Ghee,8,Damaged Packaging,Packaging,8.4,BTCH010339,Customer Care
RTN016279,2025-07-01,Paneer,8,Taste Issue,Quality,4.8,BTCH056483,Quality Control
RTN016280,2025-01-13,Ghee,10,Taste Issue,Quality,6.0,BTCH048451,Customer Care
RTN016281,2024-08-17,Milk,6,Damaged Packaging,Packaging,0.6,BTCH019821,Quality Control
RTN016282,2025-01-03,Lassi,3,Wrong Product,Operations,1.5,BTCH059480,Customer Care
RTN016283,2024-11-09,Paneer,7,Wrong Product,Operations,8.0,BTCH073439,Quality Control
RTN016284,2025-02-17,Milk,3,Taste Issue,Quality,9.4,BTCH040193,Customer Care
RTN016285,2025-02-12,Milk,5,Damaged Packaging,Packaging,3.2,BTCH048649,Logistics
RTN016286,2025-02-27,Milk,8,Damaged Packaging,Packaging,3.2,BTCH076286,Customer Care
RTN016287,2025-02-01,Lassi,4,Taste Issue,Quality,6.7,BTCH069149,Logistics
RTN016288,2025-05-09,Milk,6,Wrong Product,Operations,0.2,BTCH047321,Quality Control
RTN016289,2024-08-22,Ghee,5,Wrong Product,Operations,9.0,BTCH092452,Quality Control
RTN016290,2025-01-29,Curd,7,Wrong Product,Operations,1.8,BTCH000446,Quality Control
RTN016291,2025-01-06,Curd,6,Damaged Packaging,Packaging,6.5,BTCH038614,Logistics
RTN016292,2025-05-12,Ghee,5,Damaged Packaging,Packaging,5.8,BTCH062541,Customer Care
RTN016293,2024-12-06,Ghee,10,Spoiled,Quality,6.9,BTCH066209,Customer Care
RTN016294,2024-10-14,Ghee,9,Taste Issue,Quality,7.8,BTCH067307,Quality Control
RTN016295,2025-03-21,Curd,10,Spoiled,Quality,4.3,BTCH063626,Logistics
RTN016296,2025-05-26,Curd,8,Wrong Product,Operations,7.5,BTCH018907,Quality Control
RTN016297,2024-11-20,Lassi,5,Taste Issue,Quality,0.3,BTCH099204,Logistics
RTN016298,2025-06-24,Paneer,6,Spoiled,Quality,8.0,BTCH068846,Customer Care
RTN016299,2024-10-13,Paneer,7,Damaged Packaging,Packaging,4.7,BTCH064202,Quality Control
RTN016300,2025-02-04,Lassi,1,Taste Issue,Quality,9.2,BTCH093177,Customer Care
RTN016301,2024-11-11,Ghee,7,Wrong Product,Operations,1.0,BTCH059879,Logistics
RTN016302,2025-05-14,Milk,1,Late Delivery,Delivery,2.3,BTCH014672,Quality Control
RTN016303,2024-09-12,Paneer,10,Spoiled,Quality,1.6,BTCH002873,Logistics
RTN016304,2025-04-14,Curd,6,Spoiled,Quality,0.8,BTCH099625,Customer Care
RTN016305,2025-03-06,Paneer,5,Damaged Packaging,Packaging,8.5,BTCH040409,Logistics
RTN016306,2025-03-07,Milk,10,Spoiled,Quality,2.3,BTCH016764,Logistics
RTN016307,2025-01-10,Curd,8,Late Delivery,Delivery,3.0,BTCH039779,Logistics
RTN016308,2025-07-25,Milk,6,Wrong Product,Operations,8.9,BTCH054686,Quality Control
RTN016309,2025-06-02,Milk,6,Taste Issue,Quality,0.6,BTCH018687,Logistics
RTN016310,2025-07-02,Milk,1,Wrong Product,Operations,4.7,BTCH078970,Logistics
RTN016311,2025-07-13,Lassi,5,Wrong Product,Operations,2.0,BTCH043319,Customer Care
RTN016312,2025-01-19,Curd,7,Damaged Packaging,Packaging,8.3,BTCH019003,Customer Care
RTN016313,2025-01-10,Milk,9,Spoiled,Quality,9.3,BTCH058640,Customer Care
RTN016314,2024-12-17,Lassi,8,Spoiled,Quality,9.6,BTCH086136,Logistics
RTN016315,2025-03-01,Lassi,1,Taste Issue,Quality,0.4,BTCH036728,Customer Care
RTN016316,2025-01-31,Lassi,5,Taste Issue,Quality,7.7,BTCH005725,Customer Care
RTN016317,2025-06-21,Milk,6,Taste Issue,Quality,2.8,BTCH068523,Quality Control
RTN016318,2025-01-06,Paneer,6,Taste Issue,Quality,8.5,BTCH091988,Logistics
RTN016319,2024-09-13,Paneer,1,Late Delivery,Delivery,9.5,BTCH021462,Customer Care
RTN016320,2025-07-02,Lassi,2,Spoiled,Quality,2.8,BTCH056335,Quality Control
RTN016321,2025-01-31,Lassi,6,Spoiled,Quality,7.7,BTCH052860,Customer Care
RTN016322,2025-04-28,Ghee,4,Spoiled,Quality,2.3,BTCH070498,Customer Care
RTN016323,2025-04-14,Milk,6,Damaged Packaging,Packaging,1.4,BTCH061004,Customer Care
RTN016324,2024-11-19,Paneer,9,Wrong Product,Operations,4.1,BTCH061365,Logistics
RTN016325,2025-05-06,Lassi,1,Late Delivery,Delivery,1.9,BTCH024667,Quality Control
RTN016326,2025-04-21,Ghee,9,Late Delivery,Delivery,5.5,BTCH091650,Customer Care
RTN016327,2024-12-02,Lassi,1,Taste Issue,Quality,7.1,BTCH074459,Customer Care
RTN016328,2024-09-26,Milk,8,Taste Issue,Quality,3.1,BTCH020610,Logistics
RTN016329,2025-05-01,Curd,3,Taste Issue,Quality,0.9,BTCH064791,Customer Care
RTN016330,2024-12-23,Curd,1,Taste Issue,Quality,3.9,BTCH081226,Logistics
RTN016331,2024-11-20,Ghee,8,Wrong Product,Operations,5.9,BTCH083670,Quality Control
RTN016332,2025-06-21,Curd,4,Spoiled,Quality,1.1,BTCH037622,Quality Control
RTN016333,2024-11-16,Milk,10,Taste Issue,Quality,9.9,BTCH050704,Quality Control
RTN016334,2024-11-18,Milk,5,Late Delivery,Delivery,4.0,BTCH069503,Quality Control
RTN016335,2024-11-20,Lassi,6,Wrong Product,Operations,0.2,BTCH015271,Logistics
RTN016336,2025-05-04,Lassi,6,Late Delivery,Delivery,3.3,BTCH032812,Logistics
RTN016337,2025-03-10,Paneer,2,Wrong Product,Operations,8.7,BTCH033669,Logistics
RTN016338,2024-11-13,Milk,10,Wrong Product,Operations,2.4,BTCH040124,Customer Care
RTN016339,2025-01-22,Milk,1,Taste Issue,Quality,8.4,BTCH041865,Quality Control
RTN016340,2025-03-28,Lassi,9,Wrong Product,Operations,0.2,BTCH070399,Customer Care
RTN016341,2024-12-02,Paneer,9,Spoiled,Quality,1.7,BTCH004638,Customer Care
RTN016342,2024-11-13,Ghee,10,Late Delivery,Delivery,8.7,BTCH072246,Logistics
RTN016343,2025-02-08,Curd,9,Late Delivery,Delivery,4.7,BTCH043789,Logistics
RTN016344,2025-03-31,Ghee,1,Wrong Product,Operations,7.1,BTCH084343,Quality Control
RTN016345,2025-04-06,Curd,1,Late Delivery,Delivery,8.6,BTCH042956,Logistics
RTN016346,2024-09-13,Lassi,6,Wrong Product,Operations,2.2,BTCH000119,Quality Control
RTN016347,2025-02-09,Ghee,5,Wrong Product,Operations,7.9,BTCH047647,Logistics
RTN016348,2024-10-01,Curd,9,Late Delivery,Delivery,3.0,BTCH025178,Quality Control
RTN016349,2024-08-08,Milk,2,Damaged Packaging,Packaging,3.7,BTCH052519,Customer Care
RTN016350,2024-09-26,Curd,4,Late Delivery,Delivery,3.0,BTCH077928,Quality Control
RTN016351,2024-11-03,Curd,7,Taste Issue,Quality,9.9,BTCH036179,Logistics
RTN016352,2024-09-13,Milk,4,Taste Issue,Quality,9.6,BTCH090566,Customer Care
RTN016353,2025-04-26,Lassi,9,Wrong Product,Operations,9.1,BTCH034436,Customer Care
RTN016354,2024-12-06,Lassi,5,Taste Issue,Quality,8.8,BTCH001690,Quality Control
RTN016355,2025-07-14,Lassi,6,Late Delivery,Delivery,9.3,BTCH020209,Quality Control
RTN016356,2025-05-16,Paneer,5,Taste Issue,Quality,4.8,BTCH083364,Logistics
RTN016357,2024-10-06,Paneer,4,Wrong Product,Operations,8.7,BTCH085504,Quality Control
RTN016358,2025-01-02,Lassi,3,Damaged Packaging,Packaging,6.0,BTCH043384,Quality Control
RTN016359,2024-10-23,Curd,2,Spoiled,Quality,9.5,BTCH036173,Quality Control
RTN016360,2024-09-14,Milk,7,Taste Issue,Quality,7.3,BTCH035749,Logistics
RTN016361,2025-04-08,Milk,1,Wrong Product,Operations,4.7,BTCH037318,Customer Care
RTN016362,2024-11-10,Milk,10,Taste Issue,Quality,0.7,BTCH019769,Logistics
RTN016363,2025-05-03,Milk,2,Spoiled,Quality,8.5,BTCH089968,Quality Control
RTN016364,2024-09-01,Paneer,9,Late Delivery,Delivery,8.7,BTCH006150,Quality Control
RTN016365,2024-10-19,Curd,6,Wrong Product,Operations,2.8,BTCH077838,Quality Control
RTN016366,2024-08-21,Lassi,1,Late Delivery,Delivery,5.8,BTCH085895,Quality Control
RTN016367,2025-05-25,Ghee,1,Taste Issue,Quality,4.8,BTCH004976,Customer Care
RTN016368,2025-06-26,Lassi,3,Late Delivery,Delivery,0.9,BTCH043080,Customer Care
RTN016369,2025-06-30,Milk,3,Spoiled,Quality,6.0,BTCH083290,Quality Control
RTN016370,2024-10-30,Lassi,8,Damaged Packaging,Packaging,9.2,BTCH047603,Customer Care
RTN016371,2025-03-05,Ghee,1,Wrong Product,Operations,5.3,BTCH027628,Customer Care
RTN016372,2025-07-29,Lassi,10,Damaged Packaging,Packaging,2.7,BTCH016737,Quality Control
RTN016373,2024-09-15,Curd,2,Late Delivery,Delivery,7.0,BTCH015863,Logistics
RTN016374,2025-06-01,Milk,9,Wrong Product,Operations,6.3,BTCH047413,Quality Control
RTN016375,2025-07-19,Curd,1,Taste Issue,Quality,5.7,BTCH062738,Logistics
RTN016376,2024-11-22,Milk,10,Damaged Packaging,Packaging,2.1,BTCH048147,Quality Control
RTN016377,2024-10-03,Lassi,5,Wrong Product,Operations,0.8,BTCH027988,Customer Care
RTN016378,2025-06-13,Curd,2,Damaged Packaging,Packaging,1.1,BTCH030173,Customer Care
RTN016379,2025-01-03,Milk,3,Damaged Packaging,Packaging,8.2,BTCH026521,Customer Care
RTN016380,2024-08-26,Milk,2,Late Delivery,Delivery,4.7,BTCH069094,Logistics
RTN016381,2024-12-04,Ghee,1,Taste Issue,Quality,9.3,BTCH064343,Customer Care
RTN016382,2024-12-27,Milk,3,Damaged Packaging,Packaging,0.1,BTCH090250,Customer Care
RTN016383,2025-04-09,Paneer,6,Wrong Product,Operations,5.5,BTCH071265,Customer Care
RTN016384,2024-08-16,Lassi,6,Damaged Packaging,Packaging,1.6,BTCH076866,Logistics
RTN016385,2025-03-28,Milk,1,Wrong Product,Operations,1.4,BTCH078329,Logistics
RTN016386,2025-01-08,Ghee,10,Wrong Product,Operations,4.8,BTCH005472,Quality Control
RTN016387,2025-04-12,Paneer,3,Late Delivery,Delivery,5.4,BTCH072563,Logistics
RTN016388,2025-05-07,Curd,1,Taste Issue,Quality,1.9,BTCH038811,Logistics
RTN016389,2025-06-24,Milk,2,Wrong Product,Operations,0.5,BTCH058754,Customer Care
RTN016390,2024-08-30,Curd,1,Spoiled,Quality,2.5,BTCH085290,Quality Control
RTN016391,2024-11-06,Milk,7,Spoiled,Quality,3.8,BTCH025220,Logistics
RTN016392,2025-06-25,Ghee,2,Late Delivery,Delivery,2.5,BTCH025509,Logistics
RTN016393,2024-10-17,Ghee,5,Taste Issue,Quality,9.3,BTCH045368,Customer Care
RTN016394,2024-10-25,Lassi,9,Taste Issue,Quality,4.3,BTCH066326,Logistics
RTN016395,2025-04-25,Ghee,4,Damaged Packaging,Packaging,4.8,BTCH058121,Logistics
RTN016396,2024-08-22,Curd,7,Late Delivery,Delivery,9.8,BTCH081533,Quality Control
RTN016397,2025-02-10,Lassi,8,Taste Issue,Quality,5.2,BTCH055955,Quality Control
RTN016398,2025-06-28,Ghee,3,Spoiled,Quality,3.4,BTCH086642,Customer Care
RTN016399,2024-08-21,Milk,7,Wrong Product,Operations,1.4,BTCH017222,Logistics
RTN016400,2024-11-24,Ghee,1,Taste Issue,Quality,2.4,BTCH044202,Logistics
RTN016401,2025-03-21,Paneer,4,Taste Issue,Quality,0.8,BTCH079210,Quality Control
RTN016402,2024-08-09,Ghee,3,Wrong Product,Operations,7.1,BTCH093514,Logistics
RTN016403,2024-09-18,Paneer,9,Wrong Product,Operations,2.5,BTCH071891,Quality Control
RTN016404,2025-05-07,Paneer,9,Late Delivery,Delivery,2.4,BTCH013684,Logistics
RTN016405,2024-11-02,Milk,10,Wrong Product,Operations,8.8,BTCH080101,Quality Control
RTN016406,2025-08-03,Milk,3,Late Delivery,Delivery,0.6,BTCH082570,Customer Care
RTN016407,2025-06-11,Curd,4,Late Delivery,Delivery,3.5,BTCH058794,Customer Care
RTN016408,2025-05-04,Lassi,7,Damaged Packaging,Packaging,8.3,BTCH071038,Customer Care
RTN016409,2025-06-29,Ghee,8,Spoiled,Quality,7.4,BTCH037351,Customer Care
RTN016410,2024-09-26,Milk,5,Late Delivery,Delivery,6.6,BTCH079957,Customer Care
RTN016411,2025-04-21,Milk,7,Spoiled,Quality,6.5,BTCH064165,Logistics
RTN016412,2025-07-21,Curd,1,Damaged Packaging,Packaging,2.4,BTCH033001,Customer Care
RTN016413,2024-10-01,Ghee,3,Late Delivery,Delivery,8.4,BTCH029675,Logistics
RTN016414,2025-02-03,Paneer,7,Spoiled,Quality,2.8,BTCH028331,Customer Care
RTN016415,2025-01-11,Curd,7,Damaged Packaging,Packaging,5.3,BTCH050185,Customer Care
RTN016416,2024-09-03,Milk,2,Damaged Packaging,Packaging,1.9,BTCH048843,Quality Control
RTN016417,2025-04-04,Ghee,4,Spoiled,Quality,9.7,BTCH027362,Customer Care
RTN016418,2025-06-26,Milk,7,Spoiled,Quality,3.0,BTCH050664,Logistics
RTN016419,2024-12-01,Lassi,1,Wrong Product,Operations,0.3,BTCH044689,Logistics
RTN016420,2024-12-22,Milk,5,Late Delivery,Delivery,4.8,BTCH047706,Quality Control
RTN016421,2025-02-25,Paneer,7,Late Delivery,Delivery,3.7,BTCH007093,Customer Care
RTN016422,2025-02-04,Ghee,1,Spoiled,Quality,7.3,BTCH099666,Logistics
RTN016423,2024-08-30,Ghee,4,Late Delivery,Delivery,9.9,BTCH078683,Logistics
RTN016424,2025-01-07,Lassi,5,Damaged Packaging,Packaging,4.6,BTCH048731,Quality Control
RTN016425,2025-05-02,Ghee,7,Taste Issue,Quality,6.0,BTCH038222,Quality Control
RTN016426,2024-08-08,Lassi,3,Damaged Packaging,Packaging,0.6,BTCH053315,Logistics
RTN016427,2025-05-26,Ghee,2,Wrong Product,Operations,0.8,BTCH023964,Customer Care
RTN016428,2024-12-30,Milk,5,Wrong Product,Operations,1.1,BTCH071358,Customer Care
RTN016429,2024-12-23,Ghee,4,Spoiled,Quality,4.2,BTCH006534,Customer Care
RTN016430,2025-02-21,Ghee,2,Late Delivery,Delivery,1.0,BTCH014996,Logistics
RTN016431,2024-10-21,Lassi,9,Taste Issue,Quality,4.6,BTCH033375,Customer Care
RTN016432,2025-05-19,Ghee,9,Late Delivery,Delivery,3.2,BTCH097272,Customer Care
RTN016433,2024-09-13,Milk,3,Late Delivery,Delivery,2.8,BTCH056001,Quality Control
RTN016434,2025-03-30,Milk,2,Taste Issue,Quality,1.4,BTCH026806,Logistics
RTN016435,2025-01-20,Lassi,4,Spoiled,Quality,5.8,BTCH056735,Quality Control
RTN016436,2025-02-13,Curd,9,Late Delivery,Delivery,1.5,BTCH030068,Logistics
RTN016437,2024-12-27,Milk,10,Damaged Packaging,Packaging,3.9,BTCH039680,Quality Control
RTN016438,2025-01-15,Milk,9,Wrong Product,Operations,9.4,BTCH047041,Customer Care
RTN016439,2025-02-01,Lassi,7,Spoiled,Quality,8.9,BTCH088897,Quality Control
RTN016440,2025-02-28,Lassi,2,Damaged Packaging,Packaging,7.3,BTCH074737,Logistics
RTN016441,2024-10-17,Lassi,9,Taste Issue,Quality,6.2,BTCH016581,Logistics
RTN016442,2025-08-01,Paneer,1,Late Delivery,Delivery,7.4,BTCH001645,Quality Control
RTN016443,2024-09-14,Paneer,8,Late Delivery,Delivery,7.3,BTCH056315,Logistics
RTN016444,2025-03-21,Ghee,6,Wrong Product,Operations,4.7,BTCH049019,Customer Care
RTN016445,2025-01-17,Lassi,7,Damaged Packaging,Packaging,7.7,BTCH023589,Logistics
RTN016446,2024-09-11,Lassi,6,Taste Issue,Quality,8.3,BTCH020146,Logistics
RTN016447,2024-09-08,Ghee,6,Spoiled,Quality,9.0,BTCH039717,Customer Care
RTN016448,2025-04-24,Ghee,6,Wrong Product,Operations,4.5,BTCH014651,Quality Control
RTN016449,2024-11-03,Ghee,3,Taste Issue,Quality,8.5,BTCH081900,Quality Control
RTN016450,2025-05-12,Lassi,6,Taste Issue,Quality,3.0,BTCH087456,Logistics
RTN016451,2024-08-20,Ghee,6,Taste Issue,Quality,8.5,BTCH039024,Quality Control
RTN016452,2024-09-03,Milk,5,Damaged Packaging,Packaging,1.1,BTCH068994,Customer Care
RTN016453,2025-01-29,Milk,6,Late Delivery,Delivery,3.5,BTCH057811,Logistics
RTN016454,2025-04-24,Curd,10,Taste Issue,Quality,7.4,BTCH044339,Logistics
RTN016455,2025-03-25,Paneer,1,Taste Issue,Quality,2.1,BTCH081722,Logistics
