complaint_id,date,product,complaint_type,taste_score,resolved,resolution_days,delivery_time,source_channel,complaint_severity,customer_rating_after_resolution
CMP027317,2024-11-09,Milk,Late Delivery,2.4,Yes,2.0,22.3,Low,Low,4.3
CMP027318,2025-01-20,Milk,Packaging Issue,3.4,No,,19.8,Medium,Low,
CMP027319,2024-09-13,Paneer,Spoiled Products,3.8,No,,7.8,Medium,Medium,
CMP027320,2025-06-16,Lassi,Late Delivery,2.5,No,,18.4,Medium,Medium,
CMP027321,2025-03-11,Paneer,Packaging Issue,4.8,No,,15.6,Low,Low,
CMP027322,2024-12-01,Lassi,Taste Issue,3.6,Yes,7.0,12.4,Medium,Medium,3.1
CMP027323,2025-03-23,Lassi,Late Delivery,1.9,Yes,2.0,11.4,Low,Medium,4.7
CMP027324,2025-06-27,Milk,Spoiled Products,2.8,Yes,2.0,12.0,Low,Medium,3.5
CMP027325,2025-04-29,Milk,Packaging Issue,4.1,No,,6.0,Low,Low,
CMP027326,2024-09-23,Lassi,Taste Issue,2.3,Yes,6.0,17.0,Medium,Medium,3.5
CMP027327,2025-01-18,Ghee,Packaging Issue,4.3,No,,15.8,Medium,Low,
CMP027328,2024-10-27,Paneer,Bad Smell,1.1,Yes,1.0,7.5,Low,Low,4.8
CMP027329,2024-08-29,Curd,Bad Smell,2.3,No,,23.6,Low,Low,
CMP027330,2024-12-30,Milk,Late Delivery,1.7,Yes,6.0,23.7,Low,High,4.5
CMP027331,2024-09-06,Milk,Packaging Issue,3.0,Yes,5.0,7.8,Medium,Low,3.1
CMP027332,2025-07-19,Curd,Packaging Issue,2.7,Yes,5.0,14.8,Medium,Medium,3.1
CMP027333,2024-10-18,Curd,Taste Issue,4.8,Yes,2.0,22.1,Medium,Low,4.4
CMP027334,2024-12-23,Paneer,Spoiled Products,4.3,No,,21.6,Low,High,
CMP027335,2024-09-04,Ghee,Spoiled Products,2.6,Yes,3.0,6.4,Low,Low,4.8
CMP027336,2025-04-13,Ghee,Packaging Issue,2.2,No,,19.2,Low,Low,
CMP027337,2025-06-17,Lassi,Taste Issue,1.5,No,,21.5,Low,Low,
CMP027338,2024-08-06,Curd,Late Delivery,3.8,Yes,6.0,18.3,Medium,Medium,4.8
CMP027339,2024-11-14,Paneer,Bad Smell,4.0,Yes,3.0,9.9,Medium,Medium,4.0
CMP027340,2025-01-29,Ghee,Bad Smell,3.4,No,,17.1,Medium,Low,
CMP027341,2024-09-14,Lassi,Taste Issue,3.5,Yes,3.0,21.8,Low,High,4.5
CMP027342,2025-06-05,Paneer,Packaging Issue,1.9,Yes,6.0,7.7,Medium,Low,4.9
CMP027343,2025-07-28,Milk,Packaging Issue,3.6,No,,13.7,Low,High,
CMP027344,2024-10-25,Lassi,Bad Smell,2.0,No,,12.4,Low,Medium,
CMP027345,2024-10-03,Lassi,Taste Issue,4.9,Yes,6.0,18.8,Medium,Low,3.4
CMP027346,2025-07-05,Paneer,Spoiled Products,4.9,Yes,1.0,4.3,Medium,Low,4.3
CMP027347,2024-12-22,Milk,Late Delivery,1.7,No,,6.0,Low,Medium,
CMP027348,2025-03-27,Paneer,Packaging Issue,1.5,No,,23.9,Low,Low,
CMP027349,2025-04-12,Lassi,Spoiled Products,2.3,No,,17.4,Low,Low,
CMP027350,2025-08-01,Ghee,Late Delivery,2.5,No,,4.1,Low,High,
CMP027351,2025-02-05,Curd,Spoiled Products,2.5,No,,5.3,Low,Low,
CMP027352,2025-06-29,Ghee,Taste Issue,1.1,Yes,3.0,9.8,Medium,Medium,4.1
CMP027353,2025-02-09,Lassi,Bad Smell,4.8,No,,14.1,Low,Medium,
CMP027354,2024-09-19,Lassi,Spoiled Products,4.7,Yes,3.0,23.6,Low,Low,4.1
CMP027355,2024-11-11,Milk,Taste Issue,3.8,Yes,6.0,9.8,Low,Medium,3.5
CMP027356,2025-06-02,Curd,Spoiled Products,3.5,No,,5.7,Low,Low,
CMP027357,2024-10-01,Curd,Spoiled Products,4.1,Yes,0.0,5.2,Medium,High,4.5
CMP027358,2024-09-01,Ghee,Late Delivery,2.2,No,,4.8,Low,Low,
CMP027359,2024-11-23,Milk,Taste Issue,4.9,Yes,6.0,22.5,Low,High,4.7
CMP027360,2024-09-28,Curd,Taste Issue,4.1,No,,23.6,Medium,Medium,
CMP027361,2024-12-14,Paneer,Spoiled Products,4.3,No,,5.6,Low,Low,
CMP027362,2025-03-07,Lassi,Spoiled Products,4.4,No,,12.6,Medium,Low,
CMP027363,2024-12-19,Lassi,Taste Issue,1.5,Yes,2.0,14.4,Medium,Medium,4.8
CMP027364,2025-06-01,Milk,Spoiled Products,3.0,Yes,3.0,7.3,Medium,Medium,4.5
CMP027365,2025-01-13,Ghee,Bad Smell,1.6,No,,8.5,Medium,Medium,
CMP027366,2024-09-26,Curd,Taste Issue,3.3,No,,18.9,Low,Medium,
CMP027367,2025-04-16,Paneer,Packaging Issue,4.4,No,,4.4,Low,Low,
CMP027368,2025-03-02,Ghee,Packaging Issue,3.0,Yes,6.0,20.8,Medium,Low,4.0
CMP027369,2024-09-02,Curd,Bad Smell,2.6,Yes,3.0,22.3,Low,Low,3.8
CMP027370,2025-01-11,Curd,Taste Issue,4.2,Yes,4.0,23.0,Low,Medium,4.6
CMP027371,2025-03-15,Curd,Taste Issue,3.8,No,,18.5,Low,Low,
CMP027372,2024-08-08,Lassi,Packaging Issue,3.9,No,,9.9,Medium,High,
CMP027373,2025-02-19,Paneer,Spoiled Products,4.0,Yes,2.0,9.2,Low,Low,4.8
CMP027374,2025-03-29,Curd,Spoiled Products,4.7,Yes,4.0,17.8,Medium,High,3.4
CMP027375,2025-05-16,Paneer,Spoiled Products,3.6,Yes,6.0,14.0,Low,Low,3.1
CMP027376,2025-05-01,Curd,Packaging Issue,1.9,Yes,0.0,7.5,Medium,Low,4.7
CMP027377,2025-03-28,Ghee,Taste Issue,4.7,No,,9.1,Low,Medium,
CMP027378,2025-06-13,Milk,Bad Smell,3.5,No,,18.0,Low,Medium,
CMP027379,2025-01-14,Ghee,Spoiled Products,3.5,No,,16.2,Medium,Low,
CMP027380,2025-06-02,Milk,Spoiled Products,3.1,No,,18.5,Low,Low,
CMP027381,2024-09-06,Lassi,Packaging Issue,4.4,No,,9.6,Low,Medium,
CMP027382,2025-06-20,Curd,Bad Smell,1.3,Yes,0.0,15.3,Medium,Low,3.5
CMP027383,2025-01-28,Ghee,Bad Smell,4.0,Yes,1.0,13.0,Low,High,4.8
CMP027384,2025-01-27,Paneer,Spoiled Products,2.6,No,,18.0,Medium,Low,
CMP027385,2024-08-18,Milk,Packaging Issue,2.1,No,,8.9,Medium,Medium,
CMP027386,2025-04-02,Curd,Late Delivery,1.9,Yes,6.0,9.7,High,Medium,4.9
CMP027387,2025-02-14,Curd,Spoiled Products,1.2,No,,7.4,Low,Medium,
CMP027388,2024-12-25,Paneer,Packaging Issue,3.9,No,,14.5,Low,Low,
CMP027389,2025-06-15,Milk,Bad Smell,4.9,No,,11.1,Low,Medium,
CMP027390,2025-05-22,Curd,Taste Issue,2.6,Yes,7.0,11.5,Low,Low,3.3
CMP027391,2025-04-12,Milk,Taste Issue,1.9,Yes,6.0,14.8,Low,Low,3.8
CMP027392,2025-07-01,Lassi,Bad Smell,2.4,No,,10.9,Medium,Low,
CMP027393,2025-05-05,Paneer,Packaging Issue,1.7,No,,7.6,Medium,Low,
CMP027394,2024-12-27,Paneer,Packaging Issue,3.3,No,,5.7,Low,Low,
CMP027395,2024-12-03,Ghee,Bad Smell,3.8,No,,22.9,Low,Medium,
CMP027396,2025-05-06,Curd,Bad Smell,2.0,Yes,6.0,18.2,Low,Low,3.1
CMP027397,2025-03-21,Lassi,Taste Issue,3.0,Yes,6.0,8.8,Medium,Low,4.2
CMP027398,2024-10-31,Paneer,Bad Smell,4.9,Yes,7.0,19.4,Medium,Medium,4.4
CMP027399,2025-06-29,Milk,Packaging Issue,1.9,No,,22.3,Medium,Medium,
CMP027400,2024-12-12,Paneer,Late Delivery,2.9,No,,9.2,Low,Low,
CMP027401,2024-08-31,Curd,Late Delivery,2.9,No,,10.7,Low,Low,
CMP027402,2025-03-14,Paneer,Taste Issue,2.7,No,,7.4,Medium,Low,
CMP027403,2024-12-28,Curd,Bad Smell,1.0,No,,5.4,High,Low,
CMP027404,2025-05-18,Curd,Packaging Issue,4.9,Yes,7.0,10.1,Low,Medium,4.8
CMP027405,2025-08-04,Paneer,Late Delivery,1.4,No,,12.6,Low,Low,
CMP027406,2024-12-06,Lassi,Packaging Issue,1.8,No,,16.0,Low,Low,
CMP027407,2025-06-09,Curd,Packaging Issue,4.7,No,,5.6,Medium,Low,
CMP027408,2024-09-07,Paneer,Bad Smell,5.0,Yes,2.0,15.9,Low,Medium,3.3
CMP027409,2024-10-19,Lassi,Bad Smell,4.1,Yes,2.0,19.7,Medium,Low,3.7
CMP027410,2025-03-06,Milk,Taste Issue,4.4,No,,4.8,Low,Low,
CMP027411,2025-06-25,Paneer,Spoiled Products,3.7,No,,22.3,Low,Low,
CMP027412,2025-06-16,Milk,Late Delivery,4.9,Yes,5.0,13.6,Low,Low,3.8
CMP027413,2024-11-02,Milk,Packaging Issue,4.1,No,,20.7,Low,Low,
CMP027414,2024-11-17,Curd,Late Delivery,2.7,No,,8.2,Low,Low,
CMP027415,2025-05-26,Milk,Bad Smell,2.9,Yes,5.0,8.9,Medium,Low,3.5
CMP027416,2024-12-21,Ghee,Late Delivery,4.8,Yes,5.0,16.0,Low,Low,4.0
CMP027417,2025-07-25,Lassi,Taste Issue,4.4,No,,21.3,Low,Medium,
CMP027418,2025-07-15,Ghee,Late Delivery,2.2,Yes,0.0,10.9,Low,Medium,4.0
CMP027419,2025-03-12,Lassi,Bad Smell,2.1,No,,11.9,High,Low,
CMP027420,2025-01-27,Curd,Taste Issue,1.2,No,,15.8,Medium,High,
CMP027421,2025-03-10,Lassi,Packaging Issue,1.7,No,,19.8,Low,Low,
CMP027422,2024-12-20,Paneer,Spoiled Products,2.8,No,,13.3,Medium,Low,
CMP027423,2025-01-21,Paneer,Late Delivery,1.4,Yes,0.0,20.5,High,Low,3.3
CMP027424,2024-09-04,Ghee,Late Delivery,3.5,No,,16.0,Low,Medium,
CMP027425,2024-12-02,Lassi,Packaging Issue,2.0,Yes,1.0,8.0,Low,High,4.8
CMP027426,2024-11-20,Lassi,Late Delivery,1.2,No,,18.5,Low,High,
CMP027427,2025-07-17,Lassi,Spoiled Products,1.9,Yes,6.0,5.9,Low,Low,3.6
CMP027428,2025-05-22,Curd,Bad Smell,1.4,No,,14.8,Medium,Low,
CMP027429,2025-06-14,Lassi,Spoiled Products,3.6,No,,7.7,Low,Low,
CMP027430,2025-05-03,Ghee,Taste Issue,1.0,Yes,2.0,21.6,Low,High,3.3
CMP027431,2025-01-08,Lassi,Packaging Issue,3.0,No,,7.1,Medium,High,
CMP027432,2025-05-21,Lassi,Taste Issue,3.4,Yes,0.0,17.3,Low,Medium,3.7
CMP027433,2024-12-06,Milk,Taste Issue,4.4,Yes,7.0,9.4,Low,Low,3.7
CMP027434,2025-07-01,Lassi,Late Delivery,3.7,No,,12.9,Medium,Low,
CMP027435,2024-11-04,Paneer,Late Delivery,1.5,No,,4.2,Medium,Medium,
CMP027436,2024-11-25,Curd,Packaging Issue,3.5,No,,13.8,High,High,
CMP027437,2025-06-21,Ghee,Bad Smell,4.0,Yes,1.0,7.4,Medium,Low,4.8
CMP027438,2025-03-21,Milk,Spoiled Products,4.5,No,,20.6,Low,Low,
CMP027439,2024-12-13,Ghee,Bad Smell,4.1,No,,21.1,High,Low,
CMP027440,2024-09-09,Ghee,Packaging Issue,4.3,No,,22.6,Low,Medium,
CMP027441,2024-12-26,Paneer,Packaging Issue,3.2,Yes,2.0,14.6,Medium,Low,4.3
CMP027442,2025-07-14,Ghee,Late Delivery,2.8,Yes,5.0,20.7,Low,Low,4.6
CMP027443,2024-12-13,Paneer,Bad Smell,3.1,Yes,5.0,4.3,Medium,Low,3.6
CMP027444,2025-06-07,Milk,Taste Issue,3.9,Yes,7.0,17.0,Medium,Low,5.0
CMP027445,2024-12-26,Milk,Late Delivery,3.7,Yes,6.0,21.7,Medium,Low,3.1
CMP027446,2025-02-19,Milk,Spoiled Products,2.3,Yes,6.0,17.5,Medium,Low,3.5
CMP027447,2024-12-28,Curd,Bad Smell,4.3,Yes,1.0,8.1,Medium,Low,3.7
CMP027448,2024-09-28,Curd,Packaging Issue,2.8,Yes,1.0,5.6,Low,Low,3.3
CMP027449,2025-07-20,Paneer,Taste Issue,2.8,No,,8.2,Low,Low,
CMP027450,2024-11-12,Paneer,Late Delivery,4.9,No,,14.4,High,Low,
CMP027451,2025-07-06,Milk,Late Delivery,2.1,Yes,3.0,11.2,Medium,Low,3.3
CMP027452,2025-02-22,Lassi,Spoiled Products,4.7,No,,19.4,Low,Low,
CMP027453,2025-02-26,Curd,Bad Smell,3.2,Yes,6.0,13.5,Low,Low,4.7
CMP027454,2025-03-17,Milk,Spoiled Products,3.3,Yes,7.0,16.1,Low,Low,4.4
CMP027455,2025-06-01,Milk,Packaging Issue,3.3,No,,22.9,Medium,Medium,
CMP027456,2025-06-09,Lassi,Bad Smell,3.9,No,,6.9,Medium,Low,
CMP027457,2025-03-12,Curd,Late Delivery,2.7,Yes,2.0,13.0,Low,Medium,4.8
CMP027458,2024-11-30,Ghee,Bad Smell,4.4,No,,19.3,Medium,Medium,
CMP027459,2025-07-27,Milk,Bad Smell,1.1,Yes,0.0,10.1,Low,Low,3.9
CMP027460,2024-11-14,Ghee,Taste Issue,1.9,Yes,4.0,16.4,High,Low,3.7
CMP027461,2025-07-07,Paneer,Taste Issue,1.9,No,,14.0,High,Low,
CMP027462,2024-09-12,Milk,Taste Issue,3.6,Yes,4.0,8.8,Low,Low,4.3
CMP027463,2024-11-09,Curd,Taste Issue,1.9,Yes,5.0,20.9,Low,Low,3.9
CMP027464,2025-03-25,Lassi,Packaging Issue,1.6,No,,17.3,Medium,Low,
CMP027465,2025-04-25,Ghee,Late Delivery,1.3,Yes,3.0,5.3,Low,Low,4.5
CMP027466,2025-01-02,Curd,Taste Issue,1.6,No,,7.6,High,High,
CMP027467,2025-03-17,Milk,Spoiled Products,1.7,Yes,7.0,9.6,High,Low,4.3
CMP027468,2025-01-14,Lassi,Spoiled Products,4.4,No,,12.8,High,High,
CMP027469,2025-03-08,Curd,Late Delivery,1.1,No,,17.2,Low,High,
CMP027470,2025-06-15,Ghee,Bad Smell,3.6,Yes,0.0,21.9,Medium,Low,4.4
CMP027471,2025-02-20,Ghee,Spoiled Products,1.2,No,,19.5,High,Low,
CMP027472,2025-05-08,Milk,Late Delivery,2.3,No,,23.1,Low,Low,
CMP027473,2024-12-09,Lassi,Bad Smell,1.2,Yes,7.0,21.0,Low,Low,3.9
CMP027474,2025-01-04,Milk,Bad Smell,4.6,Yes,0.0,10.6,Medium,Low,3.2
CMP027475,2025-05-23,Curd,Late Delivery,4.2,No,,23.5,Low,High,
CMP027476,2024-10-01,Lassi,Taste Issue,1.2,Yes,2.0,17.8,Low,Low,4.9
CMP027477,2024-10-06,Paneer,Bad Smell,3.1,Yes,3.0,20.9,Low,High,3.8
CMP027478,2025-07-01,Milk,Packaging Issue,3.0,No,,19.4,Low,Medium,
CMP027479,2025-05-22,Paneer,Bad Smell,2.1,No,,18.1,Low,Medium,
CMP027480,2024-12-11,Lassi,Packaging Issue,4.9,No,,6.8,Medium,Low,
CMP027481,2025-07-12,Paneer,Taste Issue,1.3,Yes,3.0,9.3,Low,Low,4.0
CMP027482,2025-04-13,Curd,Late Delivery,3.3,Yes,2.0,22.0,Low,Low,4.5
CMP027483,2024-12-21,Lassi,Bad Smell,4.1,Yes,7.0,5.4,Medium,Low,3.8
CMP027484,2024-09-12,Milk,Bad Smell,4.2,Yes,7.0,14.4,Low,Low,3.8
CMP027485,2024-08-26,Paneer,Spoiled Products,4.5,Yes,4.0,23.2,Low,High,4.6
CMP027486,2025-05-02,Milk,Spoiled Products,3.2,Yes,5.0,5.5,Medium,Medium,4.3
CMP027487,2025-08-03,Milk,Spoiled Products,2.3,Yes,3.0,20.0,Medium,Medium,3.7
CMP027488,2024-08-13,Paneer,Bad Smell,4.3,Yes,5.0,7.7,Low,High,4.0
CMP027489,2025-04-20,Lassi,Late Delivery,2.3,Yes,2.0,17.6,Low,Low,3.7
CMP027490,2025-03-03,Paneer,Packaging Issue,2.2,No,,5.9,Low,Low,
CMP027491,2024-12-07,Milk,Spoiled Products,5.0,No,,6.1,High,Low,
CMP027492,2024-12-13,Paneer,Late Delivery,2.2,Yes,5.0,5.2,Medium,Medium,3.7
CMP027493,2025-04-16,Ghee,Bad Smell,1.5,Yes,1.0,14.5,Medium,Medium,4.6
CMP027494,2025-07-07,Paneer,Packaging Issue,4.0,Yes,4.0,7.2,Low,Medium,4.0
CMP027495,2025-03-13,Lassi,Packaging Issue,2.8,Yes,3.0,21.2,Low,Low,4.7
CMP027496,2025-01-31,Ghee,Packaging Issue,4.1,No,,21.6,Low,Low,
CMP027497,2024-09-07,Curd,Taste Issue,1.5,No,,8.5,High,High,
CMP027498,2024-11-05,Lassi,Packaging Issue,1.9,Yes,6.0,6.3,Medium,Medium,4.1
CMP027499,2025-07-29,Curd,Spoiled Products,1.4,No,,10.0,Low,Low,
CMP027500,2025-05-13,Ghee,Late Delivery,2.9,Yes,3.0,14.8,Low,Low,4.0
CMP027501,2025-01-26,Milk,Packaging Issue,3.3,No,,11.4,Low,Low,
CMP027502,2025-06-25,Milk,Packaging Issue,3.6,No,,14.8,High,Medium,
CMP027503,2024-12-05,Lassi,Packaging Issue,1.0,No,,12.1,Low,Low,
CMP027504,2024-09-28,Paneer,Late Delivery,3.0,Yes,6.0,11.8,Low,Low,3.1
CMP027505,2025-06-04,Milk,Spoiled Products,4.3,No,,23.4,Low,Low,
CMP027506,2025-04-18,Milk,Packaging Issue,4.4,Yes,4.0,6.1,Low,Low,3.8
CMP027507,2025-05-19,Curd,Packaging Issue,1.8,Yes,0.0,20.8,Low,Low,4.4
CMP027508,2025-02-26,Milk,Bad Smell,4.7,No,,7.8,Low,Low,
CMP027509,2025-03-10,Paneer,Bad Smell,2.9,No,,14.0,Medium,Medium,
CMP027510,2024-08-08,Milk,Spoiled Products,4.6,No,,14.6,Medium,Low,
CMP027511,2025-07-15,Paneer,Packaging Issue,4.0,No,,8.9,Low,High,
CMP027512,2025-01-20,Milk,Taste Issue,3.2,Yes,4.0,10.0,Medium,Medium,4.5
CMP027513,2025-07-08,Lassi,Bad Smell,2.9,No,,19.5,Low,Low,
CMP027514,2024-11-12,Milk,Late Delivery,1.6,Yes,6.0,5.3,Low,Low,3.6
CMP027515,2025-04-10,Curd,Spoiled Products,3.6,Yes,6.0,14.6,Low,Low,4.0
CMP027516,2025-05-27,Curd,Bad Smell,3.0,No,,11.6,Low,Low,
CMP027517,2024-10-29,Curd,Spoiled Products,4.0,Yes,0.0,21.3,Low,Low,3.1
CMP027518,2025-05-09,Paneer,Bad Smell,4.1,No,,4.3,Low,Medium,
CMP027519,2025-06-08,Paneer,Bad Smell,2.5,Yes,4.0,19.3,Low,Low,4.4
CMP027520,2025-01-31,Ghee,Taste Issue,3.0,Yes,1.0,6.4,Low,Medium,3.4
CMP027521,2024-11-15,Curd,Spoiled Products,4.1,No,,21.6,Medium,Low,
CMP027522,2025-01-24,Curd,Bad Smell,3.9,Yes,5.0,7.3,Low,Low,3.4
CMP027523,2024-10-10,Milk,Packaging Issue,3.5,Yes,1.0,23.8,Medium,Low,3.9
CMP027524,2025-07-27,Curd,Spoiled Products,1.2,Yes,0.0,11.5,Low,Low,3.0
CMP027525,2024-08-08,Curd,Bad Smell,1.5,No,,8.4,High,Low,
CMP027526,2025-07-10,Ghee,Packaging Issue,2.2,Yes,3.0,18.4,Medium,Medium,4.3
CMP027527,2025-01-06,Paneer,Taste Issue,3.4,No,,12.6,Medium,Medium,
CMP027528,2024-08-09,Paneer,Bad Smell,4.9,Yes,5.0,15.4,Low,Low,4.4
CMP027529,2025-01-06,Ghee,Spoiled Products,2.0,Yes,2.0,4.6,Low,Low,4.5
CMP027530,2025-04-30,Paneer,Spoiled Products,4.7,No,,14.5,High,Low,
CMP027531,2025-02-04,Paneer,Spoiled Products,2.6,Yes,7.0,23.9,Medium,High,3.7
CMP027532,2025-01-18,Curd,Packaging Issue,1.8,Yes,4.0,22.8,Low,Low,3.1
CMP027533,2025-02-09,Paneer,Late Delivery,4.3,No,,11.4,Low,Medium,
CMP027534,2025-06-18,Lassi,Late Delivery,2.2,Yes,2.0,15.9,Low,Medium,4.4
CMP027535,2024-10-15,Curd,Spoiled Products,3.1,No,,4.3,Low,High,
CMP027536,2025-04-27,Paneer,Taste Issue,2.9,Yes,2.0,14.7,Low,Low,4.7
CMP027537,2025-07-10,Lassi,Late Delivery,4.3,No,,8.0,Medium,Medium,
CMP027538,2025-07-01,Curd,Bad Smell,1.5,Yes,0.0,17.9,Low,Low,3.8
CMP027539,2025-07-16,Ghee,Packaging Issue,2.0,No,,23.7,Low,Low,
CMP027540,2024-10-17,Curd,Late Delivery,1.1,Yes,7.0,19.7,Low,Medium,3.6
CMP027541,2025-03-09,Milk,Spoiled Products,2.2,Yes,4.0,13.5,Low,Low,4.2
CMP027542,2025-02-07,Paneer,Packaging Issue,4.5,No,,13.5,Medium,High,
CMP027543,2024-11-08,Ghee,Packaging Issue,1.5,Yes,4.0,6.0,High,Low,3.1
CMP027544,2025-07-02,Curd,Spoiled Products,3.7,No,,12.1,Medium,Low,
CMP027545,2024-11-21,Curd,Taste Issue,2.7,Yes,4.0,7.2,Low,Low,4.6
CMP027546,2024-10-16,Lassi,Packaging Issue,2.2,Yes,0.0,7.2,Low,Medium,3.1
CMP027547,2025-07-18,Paneer,Taste Issue,4.0,No,,12.6,Medium,Medium,
CMP027548,2024-08-19,Milk,Taste Issue,4.5,No,,12.4,Low,Medium,
CMP027549,2024-09-09,Lassi,Packaging Issue,3.4,Yes,2.0,12.1,Low,High,4.0
CMP027550,2025-07-29,Milk,Spoiled Products,4.3,Yes,4.0,10.7,Medium,Medium,4.7
CMP027551,2025-01-06,Paneer,Taste Issue,4.8,No,,5.2,Low,High,
CMP027552,2025-04-28,Paneer,Taste Issue,4.1,No,,8.6,Low,Low,
CMP027553,2024-08-10,Lassi,Packaging Issue,4.2,Yes,2.0,11.3,Low,Low,3.2
CMP027554,2025-05-29,Ghee,Late Delivery,4.5,No,,6.9,Low,Medium,
CMP027555,2025-02-25,Ghee,Packaging Issue,2.5,No,,20.0,Medium,Medium,
CMP027556,2024-12-27,Milk,Packaging Issue,4.5,Yes,7.0,5.1,Low,Medium,3.2
CMP027557,2025-04-02,Paneer,Taste Issue,1.8,No,,7.7,High,Low,
CMP027558,2025-03-13,Curd,Taste Issue,1.6,No,,6.1,High,Medium,
CMP027559,2024-10-10,Lassi,Late Delivery,4.3,Yes,4.0,18.0,Medium,Low,3.9
CMP027560,2025-02-22,Curd,Packaging Issue,2.1,No,,16.1,Low,Medium,
CMP027561,2024-08-25,Milk,Spoiled Products,4.7,No,,12.1,Low,Low,
CMP027562,2024-11-18,Curd,Bad Smell,4.0,Yes,0.0,22.3,Low,Low,3.0
CMP027563,2024-08-18,Milk,Bad Smell,3.5,Yes,7.0,20.8,Medium,Low,4.1
CMP027564,2025-02-15,Lassi,Taste Issue,4.2,Yes,5.0,10.0,Medium,Medium,4.2
CMP027565,2024-08-15,Milk,Taste Issue,1.5,No,,6.0,Low,Low,
CMP027566,2025-03-16,Milk,Late Delivery,4.9,No,,22.0,Medium,Low,
CMP027567,2024-11-04,Paneer,Spoiled Products,2.8,Yes,6.0,23.5,Low,Low,4.8
CMP027568,2024-11-20,Paneer,Late Delivery,4.3,No,,22.9,Medium,Medium,
CMP027569,2025-02-23,Milk,Taste Issue,2.2,No,,8.1,Medium,High,
CMP027570,2024-09-06,Lassi,Bad Smell,4.3,Yes,0.0,8.7,Low,Low,3.2
CMP027571,2025-05-17,Ghee,Bad Smell,3.5,Yes,2.0,4.7,Low,Medium,3.2
CMP027572,2024-12-11,Ghee,Packaging Issue,3.0,Yes,4.0,21.7,Low,Low,3.1
CMP027573,2024-11-28,Paneer,Late Delivery,4.6,No,,20.1,Low,Low,
CMP027574,2024-11-10,Ghee,Spoiled Products,1.9,No,,17.4,Medium,Low,
CMP027575,2025-06-25,Paneer,Spoiled Products,2.3,Yes,0.0,20.5,Medium,Medium,4.3
CMP027576,2024-09-20,Milk,Spoiled Products,3.1,Yes,6.0,8.1,Low,Low,4.2
CMP027577,2024-10-05,Ghee,Late Delivery,4.0,No,,13.6,Low,Medium,
CMP027578,2025-02-17,Milk,Spoiled Products,3.4,Yes,4.0,11.5,Medium,Low,4.8
CMP027579,2024-09-14,Curd,Taste Issue,1.1,Yes,6.0,7.6,Medium,Medium,4.9
CMP027580,2025-04-03,Milk,Late Delivery,1.4,Yes,6.0,17.5,High,Low,4.1
CMP027581,2025-04-27,Lassi,Packaging Issue,2.8,No,,18.3,Medium,Low,
CMP027582,2025-05-29,Curd,Packaging Issue,3.4,No,,11.8,Low,High,
CMP027583,2024-09-25,Paneer,Late Delivery,4.7,No,,12.6,Medium,Medium,
CMP027584,2025-07-01,Paneer,Late Delivery,1.5,Yes,4.0,10.9,Low,Medium,4.1
CMP027585,2025-05-17,Curd,Late Delivery,1.7,No,,22.0,Low,Medium,
CMP027586,2025-06-28,Ghee,Packaging Issue,1.2,Yes,6.0,17.2,Medium,Medium,3.3
CMP027587,2025-01-28,Curd,Packaging Issue,4.3,No,,8.7,Low,Medium,
CMP027588,2024-10-17,Lassi,Late Delivery,3.8,Yes,5.0,22.8,Low,Low,3.4
CMP027589,2025-06-22,Lassi,Packaging Issue,3.7,No,,7.0,Low,Low,
CMP027590,2024-08-10,Milk,Packaging Issue,2.9,Yes,3.0,15.6,Low,Medium,4.5
CMP027591,2025-06-01,Lassi,Bad Smell,1.5,Yes,5.0,21.6,High,Medium,4.2
CMP027592,2025-01-21,Paneer,Late Delivery,1.7,Yes,4.0,4.2,Medium,Low,3.7
CMP027593,2024-12-22,Lassi,Packaging Issue,4.0,No,,19.9,Low,Medium,
CMP027594,2024-09-06,Ghee,Packaging Issue,3.7,No,,8.8,Low,High,
CMP027595,2025-06-14,Curd,Taste Issue,2.0,No,,13.0,Low,Low,
CMP027596,2024-11-30,Paneer,Taste Issue,1.3,No,,15.1,Low,Medium,
CMP027597,2025-07-01,Ghee,Bad Smell,3.1,Yes,4.0,6.1,Medium,Medium,4.4
CMP027598,2024-10-28,Paneer,Late Delivery,3.9,Yes,0.0,18.6,Medium,Medium,4.2
CMP027599,2024-11-05,Lassi,Late Delivery,1.9,No,,7.9,High,Low,
CMP027600,2024-10-16,Ghee,Taste Issue,1.6,Yes,6.0,15.9,Low,Medium,3.3
CMP027601,2025-02-08,Curd,Taste Issue,1.9,No,,13.6,High,Low,
CMP027602,2024-09-18,Lassi,Taste Issue,4.8,Yes,1.0,7.3,Medium,Low,3.1
CMP027603,2025-01-20,Milk,Packaging Issue,3.8,Yes,0.0,21.1,Low,Low,4.0
CMP027604,2025-03-25,Ghee,Taste Issue,2.1,No,,12.5,Low,Low,
CMP027605,2025-04-17,Milk,Packaging Issue,2.3,No,,9.7,Low,Low,
CMP027606,2025-02-11,Paneer,Spoiled Products,2.4,Yes,0.0,8.2,Low,Low,4.1
CMP027607,2025-07-09,Ghee,Bad Smell,1.3,Yes,2.0,12.7,Low,Low,3.6
CMP027608,2025-05-29,Milk,Taste Issue,1.8,Yes,0.0,21.2,Low,Medium,4.5
CMP027609,2025-04-10,Paneer,Late Delivery,3.3,Yes,5.0,22.5,Medium,Low,3.1
